title,description,city,address,postal_code,start_date,content
JEUDI CHANSON,"Tous les jeudis d’octobre à juin (en dehors des vacances scolaires), une scène ouverte est organisée en entrée libre, pour découvrir de nouveaux artistes et pour présenter le travail des stagiaires de la Manufacture Chanson. Ce sont les Jeudis-Chanson.

Jeudi 5 février 2026 : Concert de la formation « Voix du Jazz »

**POUR RETROUVER LE PROGRAMME COMPLET, CLIQUEZ : [ICI](https://www.manufacturechanson.org/autres-activites/scenes-ouvertes-jeudis-chanson/)**",Paris,124 avenue de la république 75011 paris,75011,2026-02-05 19:30:00+00:00,"Evenement : JEUDI CHANSON. Lieu : 124 avenue de la république 75011 paris, Paris. Date : 05/02/2026. Description : Tous les jeudis d’octobre à juin (en dehors des vacances scolaires), une scène ouverte est organisée en entrée libre, pour découvrir de nouveaux artistes et pour présenter le travail des stagiaires de la Manufacture Chanson. Ce sont les Jeudis-Chanson.

Jeudi 5 février 2026 : Concert de la formation « Voix du Jazz »

**POUR RETROUVER LE PROGRAMME COMPLET, CLIQUEZ : [ICI](https://www.manufacturechanson.org/autres-activites/scenes-ouvertes-jeudis-chanson/)**"
Table rase (ciné-club militant) - Le 17e parallèle,Ciné-club militant Table rase,Paris,"20, rue du Temple, Paris",75004,2026-02-05 19:00:00+00:00,"Evenement : Table rase (ciné-club militant) - Le 17e parallèle. Lieu : 20, rue du Temple, Paris, Paris. Date : 05/02/2026. Description : Ciné-club militant Table rase"
LES MYCELIADES - APOLLO 13 / Rencontre exceptionnelle avec l'astronaute Jean-François Clervoy,Séance exceptionnelle du film APOLLO 13 suivie d'une rencontre avec l'astronaute Jean-François Clervoy,Paris,"98 Bd du Montparnasse, Paris",75014,2026-02-05 18:30:00+00:00,"Evenement : LES MYCELIADES - APOLLO 13 / Rencontre exceptionnelle avec l'astronaute Jean-François Clervoy. Lieu : 98 Bd du Montparnasse, Paris, Paris. Date : 05/02/2026. Description : Séance exceptionnelle du film APOLLO 13 suivie d'une rencontre avec l'astronaute Jean-François Clervoy"
Chroniques musicales,"Un rendez-vous musical au coeur de la Salle André Marchal.  
Depuis de nombreuses années, les élèves de 3e cycle de la classe de musique de chambre du conservatoire de Meudon se produisent dans le cadre des Chroniques musicales, organisées à l’Institut National des Jeunes Aveugles. Cette série de concerts a été créée au tout début des années 2010, à l’initiative de la régie culturelle de l’INJA. Depuis 2011, les chroniques constituent un rendez-vous hebdomadaire proposé le jeudi à 13h dans la Salle André Marchal. Du nom de ce célèbre organiste et compositeur, lui-même ancien élève de l’INJA et figure majeure du monde musical français, cette salle accueille depuis des décennies de nombreux musiciens, jeunes talents comme interprètes confirmés et rassemble un public fidèle autour de concerts gratuits de musique de chambre.",Paris,"56 Boulevard des Invalides, 75007 Paris",75007,2026-02-05 12:00:00+00:00,"Evenement : Chroniques musicales. Lieu : 56 Boulevard des Invalides, 75007 Paris, Paris. Date : 05/02/2026. Description : Un rendez-vous musical au coeur de la Salle André Marchal.  
Depuis de nombreuses années, les élèves de 3e cycle de la classe de musique de chambre du conservatoire de Meudon se produisent dans le cadre des Chroniques musicales, organisées à l’Institut National des Jeunes Aveugles. Cette série de concerts a été créée au tout début des années 2010, à l’initiative de la régie culturelle de l’INJA. Depuis 2011, les chroniques constituent un rendez-vous hebdomadaire proposé le jeudi à 13h dans la Salle André Marchal. Du nom de ce célèbre organiste et compositeur, lui-même ancien élève de l’INJA et figure majeure du monde musical français, cette salle accueille depuis des décennies de nombreux musiciens, jeunes talents comme interprètes confirmés et rassemble un public fidèle autour de concerts gratuits de musique de chambre."
YULI - SOIRÉE C3B & SIGNIS CINÉMA,Cette séance sera accompagnée d'un débat avec les membres des associations !,Paris,"6 Rue Péclet, Paris",75015,2026-02-04 19:30:00+00:00,"Evenement : YULI - SOIRÉE C3B & SIGNIS CINÉMA. Lieu : 6 Rue Péclet, Paris, Paris. Date : 04/02/2026. Description : Cette séance sera accompagnée d'un débat avec les membres des associations !"
CLAIRE MÉCHIN,"[](https://mothersealmusic.com)

**Claire Méchin - Chansons d’utilité pubique**

Alors si t'aimes bien :  
Les parodies ( et les compos aussi )   
Pour les femmes et tout le monde ( ouioui tout le monde ! )   
De tubes de la chanson française ( y a pas que ça non plus hein )   
Avec une super chanteuse ( si je fais pas mon auto-promo qui va la faire...)   
Et juste un ukulélé ( si si je t'assure, on peut faire plein de trucs avec un uku )  
Tu vas kiffer !

""Ce show décomplexant fait beaucoup de bien"" TT Télérama

""Claire Méchin s'offre son premier seule en scène musical très drôle"" Coup de coeur du Parisien

""Drôle, tendre, féministe à souhait"" MIDI LIBRE

[Facebook](https://www.facebook.com/claire.mechin.3) [Instagram](https://www.instagram.com/clairemechin_glarblond/) [Liens d'écoute](https://www.youtube.com/@clairemechin9312?app=desktop)

Crédit photo : Liza Miri  
Design : Stan-GR8!",Paris,124 avenue de la république 75011 paris,75011,2026-02-04 19:30:00+00:00,"Evenement : CLAIRE MÉCHIN. Lieu : 124 avenue de la république 75011 paris, Paris. Date : 04/02/2026. Description : [](https://mothersealmusic.com)

**Claire Méchin - Chansons d’utilité pubique**

Alors si t'aimes bien :  
Les parodies ( et les compos aussi )   
Pour les femmes et tout le monde ( ouioui tout le monde ! )   
De tubes de la chanson française ( y a pas que ça non plus hein )   
Avec une super chanteuse ( si je fais pas mon auto-promo qui va la faire...)   
Et juste un ukulélé ( si si je t'assure, on peut faire plein de trucs avec un uku )  
Tu vas kiffer !

""Ce show décomplexant fait beaucoup de bien"" TT Télérama

""Claire Méchin s'offre son premier seule en scène musical très drôle"" Coup de coeur du Parisien

""Drôle, tendre, féministe à souhait"" MIDI LIBRE

[Facebook](https://www.facebook.com/claire.mechin.3) [Instagram](https://www.instagram.com/clairemechin_glarblond/) [Liens d'écoute](https://www.youtube.com/@clairemechin9312?app=desktop)

Crédit photo : Liza Miri  
Design : Stan-GR8!"
SÉANCE SPÉCIALE · À Pied d'œuvre,Mercredi 4 février · 19h30,Paris,"170 boulevard de Magenta, Paris 10e arrondissement",75010,2026-02-04 18:30:00+00:00,"Evenement : SÉANCE SPÉCIALE · À Pied d'œuvre. Lieu : 170 boulevard de Magenta, Paris 10e arrondissement, Paris. Date : 04/02/2026. Description : Mercredi 4 février · 19h30"
A PIED D'OEUVRE - En présence de Valérie Donzelli,"Projection du film le jour de sa sortie, en présence exceptionnelle de la réalisatrice Valérie Donzelli",Paris,"98 Bd du Montparnasse, Paris",75014,2026-02-04 14:30:00+00:00,"Evenement : A PIED D'OEUVRE - En présence de Valérie Donzelli. Lieu : 98 Bd du Montparnasse, Paris, Paris. Date : 04/02/2026. Description : Projection du film le jour de sa sortie, en présence exceptionnelle de la réalisatrice Valérie Donzelli"
JEUDI CHANSON,"Tous les jeudis d’octobre à juin (en dehors des vacances scolaires), une scène ouverte est organisée en entrée libre, pour découvrir de nouveaux artistes et pour présenter le travail des stagiaires de la Manufacture Chanson. Ce sont les Jeudis-Chanson.

Mardi 3 février 2026 : Concert de la formation « Techniques du chanteur »

**POUR RETROUVER LE PROGRAMME COMPLET, CLIQUEZ : [ICI](https://www.manufacturechanson.org/autres-activites/scenes-ouvertes-jeudis-chanson/)**",Paris,124 avenue de la république 75011 paris,75011,2026-02-03 19:30:00+00:00,"Evenement : JEUDI CHANSON. Lieu : 124 avenue de la république 75011 paris, Paris. Date : 03/02/2026. Description : Tous les jeudis d’octobre à juin (en dehors des vacances scolaires), une scène ouverte est organisée en entrée libre, pour découvrir de nouveaux artistes et pour présenter le travail des stagiaires de la Manufacture Chanson. Ce sont les Jeudis-Chanson.

Mardi 3 février 2026 : Concert de la formation « Techniques du chanteur »

**POUR RETROUVER LE PROGRAMME COMPLET, CLIQUEZ : [ICI](https://www.manufacturechanson.org/autres-activites/scenes-ouvertes-jeudis-chanson/)**"
LES MYCELIADES - Soirée Science & Fiction,Séance exceptionnelle du film TAKE SHELTER suivie d'une rencontre science & fiction autour de l’éco-anxiété.,Paris,"98 Bd du Montparnasse, Paris",75014,2026-02-03 18:30:00+00:00,"Evenement : LES MYCELIADES - Soirée Science & Fiction. Lieu : 98 Bd du Montparnasse, Paris, Paris. Date : 03/02/2026. Description : Séance exceptionnelle du film TAKE SHELTER suivie d'une rencontre science & fiction autour de l’éco-anxiété."
Atelier couture main - Raccommoder ses chaussettes,"**Atelier couture main - Raccommoder ses chaussettes**
------------------------------------------------------

### _Avant de jeter, pensez à réparer !_

On a toutes et tous des chaussettes trouées chez soi… pourquoi ne pas apprendre à les réparer plutôt que de les jeter ?  
\- niveau débutant -

### _Infos pratiques_

**LIEU**  
L'Atelier de La Ressourcerie Créative, 95 avenue du Général Leclerc, 75014 Paris  
**HORAIRE**  
Mardi 03 février • 18h00 - 19h15

[\> S'inscrire ici !](https://www.laressourceriecreative.com/ateliersgrandpublic)",Paris,"95 avenue du Général Leclerc, 75014 Paris",75014,2026-02-03 17:00:00+00:00,"Evenement : Atelier couture main - Raccommoder ses chaussettes. Lieu : 95 avenue du Général Leclerc, 75014 Paris, Paris. Date : 03/02/2026. Description : **Atelier couture main - Raccommoder ses chaussettes**
------------------------------------------------------

### _Avant de jeter, pensez à réparer !_

On a toutes et tous des chaussettes trouées chez soi… pourquoi ne pas apprendre à les réparer plutôt que de les jeter ?  
\- niveau débutant -

### _Infos pratiques_

**LIEU**  
L'Atelier de La Ressourcerie Créative, 95 avenue du Général Leclerc, 75014 Paris  
**HORAIRE**  
Mardi 03 février • 18h00 - 19h15

[\> S'inscrire ici !](https://www.laressourceriecreative.com/ateliersgrandpublic)"
Stage - Le Jazz ouvre la voix,"**Stage - Le Jazz ouvre la voix**  
Une cure de jazz vocal pour développer ses capacités vocales, son sens de l'écoute et son potentiel musical. Plongez dans l'interprétation du jazz vocal et approfondissez vos techniques de chant ! Une semaine intensive en petit groupe pour travailler l'improvisation et la musicalité autour de votre identité artistique.",Paris,124 avenue de la république 75011 paris,75011,2026-02-03 09:00:00+00:00,"Evenement : Stage - Le Jazz ouvre la voix. Lieu : 124 avenue de la république 75011 paris, Paris. Date : 03/02/2026. Description : **Stage - Le Jazz ouvre la voix**  
Une cure de jazz vocal pour développer ses capacités vocales, son sens de l'écoute et son potentiel musical. Plongez dans l'interprétation du jazz vocal et approfondissez vos techniques de chant ! Une semaine intensive en petit groupe pour travailler l'improvisation et la musicalité autour de votre identité artistique."
Lost in Frenchlation • 2 février,Un Conte de Noel - Screening with English subtitles,Paris,"13, rue Victor-Cousin, Paris",75005,2026-02-02 19:30:00+00:00,"Evenement : Lost in Frenchlation • 2 février. Lieu : 13, rue Victor-Cousin, Paris, Paris. Date : 02/02/2026. Description : Un Conte de Noel - Screening with English subtitles"
Coup de Cœur Surprise,Avant-première d'un film secret !,Paris,"100, rue Mouffetard, Paris",75005,2026-02-02 19:15:00+00:00,"Evenement : Coup de Cœur Surprise. Lieu : 100, rue Mouffetard, Paris, Paris. Date : 02/02/2026. Description : Avant-première d'un film secret !"
Danses et musiques traditionnelles du Japon,"Dans ce spectacle, vous pourrez apprécier trois styles différents de musique et de danse, interprétés par deux artistes qui étudient au Japon depuis l'enfance.

La chorégraphie est basée sur une technique de danse classique Nihonbuyo, issue du Kabuki, le théâtre japonais traditionnel.

Yûkô Fujima apprend la danse avec son maître, Seikô Fujima, et fait ses premiers pas sur scène dès lʼâge de six ans. Lʼécole Fujima lʼautorise à prendre son nom de scène à lʼâge de 15 ans. Elle est admise à lʼUniversité Nihon de Tôkyô pour y suivre un cursus de danse japonaise dans la section dʼétudes théâtrales. Elle en sort diplômée en 1988. Elle accède au titre de ""Maître"" de l'école Fujima en 1990. Tout en continuant à se produire au Japon, notamment au Théâtre National de Tôkyô.

Fumie Hihara joue du koto et du shamisen, deux instruments de musique traditionnelle japonaise. Respectueuse de la tradition, elle se révèle aussi une musicienne innovante et flexible. Elle se propose d’explorer le potentiel de ces instruments traditionnels afin de nous livrer la plus pertinente expression d’une expérience musicale qui lie le passé et le présent. Elle devient maître de koto à l’âge de 17 ans et est ainsi la plus jeune musicienne à obtenir le certificat de professeur. Diplômée de l’Université nationale des Beaux-Arts et de la Musique de Tokyo, Fumie Hihara a participé à de nombreux festivals et donné des concerts en Europe et au Japon. Elle joue avec différentes formations musicales et elle a enregistré plusieurs disques.",Paris,6 rue Wurtz,75013,2026-02-01 17:00:00+00:00,"Evenement : Danses et musiques traditionnelles du Japon. Lieu : 6 rue Wurtz, Paris. Date : 01/02/2026. Description : Dans ce spectacle, vous pourrez apprécier trois styles différents de musique et de danse, interprétés par deux artistes qui étudient au Japon depuis l'enfance.

La chorégraphie est basée sur une technique de danse classique Nihonbuyo, issue du Kabuki, le théâtre japonais traditionnel.

Yûkô Fujima apprend la danse avec son maître, Seikô Fujima, et fait ses premiers pas sur scène dès lʼâge de six ans. Lʼécole Fujima lʼautorise à prendre son nom de scène à lʼâge de 15 ans. Elle est admise à lʼUniversité Nihon de Tôkyô pour y suivre un cursus de danse japonaise dans la section dʼétudes théâtrales. Elle en sort diplômée en 1988. Elle accède au titre de ""Maître"" de l'école Fujima en 1990. Tout en continuant à se produire au Japon, notamment au Théâtre National de Tôkyô.

Fumie Hihara joue du koto et du shamisen, deux instruments de musique traditionnelle japonaise. Respectueuse de la tradition, elle se révèle aussi une musicienne innovante et flexible. Elle se propose d’explorer le potentiel de ces instruments traditionnels afin de nous livrer la plus pertinente expression d’une expérience musicale qui lie le passé et le présent. Elle devient maître de koto à l’âge de 17 ans et est ainsi la plus jeune musicienne à obtenir le certificat de professeur. Diplômée de l’Université nationale des Beaux-Arts et de la Musique de Tokyo, Fumie Hihara a participé à de nombreux festivals et donné des concerts en Europe et au Japon. Elle joue avec différentes formations musicales et elle a enregistré plusieurs disques."
